t_in,ts_in,t_out,ts_out,dt,th,cl,fn,fn_in,fn_out
1567773854.751,20190906_05:44:14,1567773854.755,20190906_05:44:14,0.004000186920166016,MainThread,Manifold,read_valve,"(valve    2
Name: 0, dtype: int64,)",True
1567773855.01,20190906_05:44:15,1567773855.024,20190906_05:44:15,0.01399993896484375,MainThread,Manifold,close,"('valve', 1)",
1567773855.015,20190906_05:44:15,1567773855.023,20190906_05:44:15,0.007999897003173828,MainThread,Manifold,pressurize,"(valve    1
Name: 0, dtype: int64,)",
1567773855.017,20190906_05:44:15,1567773855.02,20190906_05:44:15,0.003000020980834961,MainThread,Manifold,read_valve,"(valve    1
Name: 0, dtype: int64,)",True
1567773855.275,20190906_05:44:15,1567773855.29,20190906_05:44:15,0.014999866485595703,MainThread,Manifold,close,"('valve', 0)",
1567773855.28,20190906_05:44:15,1567773855.288,20190906_05:44:15,0.00800013542175293,MainThread,Manifold,pressurize,"(valve    0
Name: 0, dtype: int64,)",
1567773855.283,20190906_05:44:15,1567773855.286,20190906_05:44:15,0.003000020980834961,MainThread,Manifold,read_valve,"(valve    0
Name: 0, dtype: int64,)",True
1567773855.551,20190906_05:44:15,1567773910.698,20190906_05:45:10,55.14699983596802,MainThread,,to_collector,"(55, 1.0)",
1567773855.551,20190906_05:44:15,1567773855.571,20190906_05:44:15,0.019999980926513672,MainThread,Manifold,open,"('outlet', 'collector')",
1567773855.561,20190906_05:44:15,1567773855.561,20190906_05:44:15,0.0,MainThread,Manifold,depressurize,"(valve    7
Name: 0, dtype: int64,)",
1567773855.561,20190906_05:44:15,1567773855.561,20190906_05:44:15,0.0,MainThread,Manifold,read_valve,"(valve    7
Name: 0, dtype: int64,)",False
1567773855.571,20190906_05:44:15,1567773910.688,20190906_05:45:10,55.11699986457825,MainThread,,sheath,"(55,)",
1567773883.577,20190906_05:44:43,1567773883.587,20190906_05:44:43,0.009999990463256836,MainThread,Manifold,close,"('name', 'sheath')",
1567773883.577,20190906_05:44:43,1567773883.587,20190906_05:44:43,0.009999990463256836,MainThread,Manifold,pressurize,"(valve    9
Name: 0, dtype: int64,)",
1567773883.577,20190906_05:44:43,1567773883.587,20190906_05:44:43,0.009999990463256836,MainThread,Manifold,read_valve,"(valve    9
Name: 0, dtype: int64,)",True
1567773883.687,20190906_05:44:43,1567773883.707,20190906_05:44:43,0.019999980926513672,MainThread,Manifold,open,"('name', 'sheath')",
1567773883.687,20190906_05:44:43,1567773883.697,20190906_05:44:43,0.009999990463256836,MainThread,Manifold,depressurize,"(valve    9
Name: 0, dtype: int64,)",
1567773883.697,20190906_05:44:43,1567773883.697,20190906_05:44:43,0.0,MainThread,Manifold,read_valve,"(valve    9
Name: 0, dtype: int64,)",False
1567773910.574,20190906_05:45:10,1567773910.584,20190906_05:45:10,0.010000228881835938,MainThread,Manifold,close,"('name', 'sheath')",
1567773910.574,20190906_05:45:10,1567773910.584,20190906_05:45:10,0.010000228881835938,MainThread,Manifold,pressurize,"(valve    9
Name: 0, dtype: int64,)",
1567773910.574,20190906_05:45:10,1567773910.584,20190906_05:45:10,0.010000228881835938,MainThread,Manifold,read_valve,"(valve    9
Name: 0, dtype: int64,)",True
1567773910.674,20190906_05:45:10,1567773910.688,20190906_05:45:10,0.01399993896484375,MainThread,Manifold,open,"('name', 'sheath')",
1567773910.678,20190906_05:45:10,1567773910.678,20190906_05:45:10,0.0,MainThread,Manifold,depressurize,"(valve    9
Name: 0, dtype: int64,)",
1567773910.678,20190906_05:45:10,1567773910.678,20190906_05:45:10,0.0,MainThread,Manifold,read_valve,"(valve    9
Name: 0, dtype: int64,)",False
1567773910.688,20190906_05:45:10,1567773910.698,20190906_05:45:10,0.009999990463256836,MainThread,Manifold,close,"('outlet', 'collector')",
1567773910.688,20190906_05:45:10,1567773910.698,20190906_05:45:10,0.009999990463256836,MainThread,Manifold,pressurize,"(valve    7
Name: 0, dtype: int64,)",
1567773910.688,20190906_05:45:10,1567773910.698,20190906_05:45:10,0.009999990463256836,MainThread,Manifold,read_valve,"(valve    7
Name: 0, dtype: int64,)",True
1567773912.072,20190906_05:45:12,1567774148.78,20190906_05:49:08,236.7079999446869,MainThread,,collect,"(index                    34
n                        34
s                        34
r                         2
c                        10
well                    C11
well_waste              A11
series                 +n+s
conc_fluorophore    2.5e-05
conc_dna              1e-12
vol                   8e-06
amt_fluorophore     2.5e-17
amt_dna               1e-24
needle_wash               1
sheath                    1
x                    92.493
y                    30.749
z                     -0.85
intensity               NaN
plate_reader            NaN
qpcr                    NaN
Name: 22, dtype: object,)",
1567773912.072,20190906_05:45:12,1567773914.747,20190906_05:45:14,2.674999952316284,MainThread,FractionCollector,goto,"('plate', 'well', 'C11')",
1567773914.747,20190906_05:45:14,1567774147.764,20190906_05:49:07,233.01699995994568,MainThread,,to_collector,"(232.79999999999998, 1.0)",
1567773914.747,20190906_05:45:14,1567773914.767,20190906_05:45:14,0.019999980926513672,MainThread,Manifold,open,"('outlet', 'collector')",
1567773914.757,20190906_05:45:14,1567773914.767,20190906_05:45:14,0.009999990463256836,MainThread,Manifold,depressurize,"(valve    7
Name: 0, dtype: int64,)",
1567773914.757,20190906_05:45:14,1567773914.767,20190906_05:45:14,0.009999990463256836,MainThread,Manifold,read_valve,"(valve    7
Name: 0, dtype: int64,)",False
1567773914.767,20190906_05:45:14,1567774147.744,20190906_05:49:07,232.97699999809265,MainThread,,sheath,"(232.79999999999998,)",
1567773942.772,20190906_05:45:42,1567773942.782,20190906_05:45:42,0.009999990463256836,MainThread,Manifold,close,"('name', 'sheath')",
1567773942.772,20190906_05:45:42,1567773942.782,20190906_05:45:42,0.009999990463256836,MainThread,Manifold,pressurize,"(valve    9
Name: 0, dtype: int64,)",
1567773942.772,20190906_05:45:42,1567773942.782,20190906_05:45:42,0.009999990463256836,MainThread,Manifold,read_valve,"(valve    9
Name: 0, dtype: int64,)",True
1567773942.882,20190906_05:45:42,1567773942.892,20190906_05:45:42,0.009999990463256836,MainThread,Manifold,open,"('name', 'sheath')",
1567773942.882,20190906_05:45:42,1567773942.892,20190906_05:45:42,0.009999990463256836,MainThread,Manifold,depressurize,"(valve    9
Name: 0, dtype: int64,)",
1567773942.882,20190906_05:45:42,1567773942.892,20190906_05:45:42,0.009999990463256836,MainThread,Manifold,read_valve,"(valve    9
Name: 0, dtype: int64,)",False
1567773970.898,20190906_05:46:10,1567773970.938,20190906_05:46:10,0.039999961853027344,MainThread,Manifold,close,"('name', 'sheath')",
1567773970.928,20190906_05:46:10,1567773970.938,20190906_05:46:10,0.009999990463256836,MainThread,Manifold,pressurize,"(valve    9
Name: 0, dtype: int64,)",
1567773970.938,20190906_05:46:10,1567773970.938,20190906_05:46:10,0.0,MainThread,Manifold,read_valve,"(valve    9
Name: 0, dtype: int64,)",True
1567773971.048,20190906_05:46:11,1567773971.108,20190906_05:46:11,0.059999942779541016,MainThread,Manifold,open,"('name', 'sheath')",
1567773971.078,20190906_05:46:11,1567773971.108,20190906_05:46:11,0.029999971389770508,MainThread,Manifold,depressurize,"(valve    9
Name: 0, dtype: int64,)",
1567773971.088,20190906_05:46:11,1567773971.098,20190906_05:46:11,0.009999990463256836,MainThread,Manifold,read_valve,"(valve    9
Name: 0, dtype: int64,)",False
1567773999.108,20190906_05:46:39,1567773999.122,20190906_05:46:39,0.01399993896484375,MainThread,Manifold,close,"('name', 'sheath')",
1567773999.113,20190906_05:46:39,1567773999.121,20190906_05:46:39,0.00800013542175293,MainThread,Manifold,pressurize,"(valve    9
Name: 0, dtype: int64,)",
1567773999.115,20190906_05:46:39,1567773999.119,20190906_05:46:39,0.003999948501586914,MainThread,Manifold,read_valve,"(valve    9
Name: 0, dtype: int64,)",True
1567773999.215,20190906_05:46:39,1567773999.229,20190906_05:46:39,0.014000177383422852,MainThread,Manifold,open,"('name', 'sheath')",
1567773999.22,20190906_05:46:39,1567773999.228,20190906_05:46:39,0.007999897003173828,MainThread,Manifold,depressurize,"(valve    9
Name: 0, dtype: int64,)",
1567773999.222,20190906_05:46:39,1567773999.225,20190906_05:46:39,0.003000020980834961,MainThread,Manifold,read_valve,"(valve    9
Name: 0, dtype: int64,)",False
1567774027.236,20190906_05:47:07,1567774027.246,20190906_05:47:07,0.009999990463256836,MainThread,Manifold,close,"('name', 'sheath')",
1567774027.236,20190906_05:47:07,1567774027.246,20190906_05:47:07,0.009999990463256836,MainThread,Manifold,pressurize,"(valve    9
Name: 0, dtype: int64,)",
1567774027.236,20190906_05:47:07,1567774027.246,20190906_05:47:07,0.009999990463256836,MainThread,Manifold,read_valve,"(valve    9
Name: 0, dtype: int64,)",True
1567774027.346,20190906_05:47:07,1567774027.356,20190906_05:47:07,0.009999990463256836,MainThread,Manifold,open,"('name', 'sheath')",
1567774027.346,20190906_05:47:07,1567774027.356,20190906_05:47:07,0.009999990463256836,MainThread,Manifold,depressurize,"(valve    9
Name: 0, dtype: int64,)",
